職缺名稱,職缺連結,公司名稱,工作地區,薪資待遇
【AutoTurn】客戶成功經理/廣告AE/客戶拓展/跨行業務經驗可 ★無上限高獎金,https://www.104.com.tw/job/6me0f?jobsource=jolist_c_relevance,未來實驗室Future Lab._富奇賴股份有限公司,台北市中正區,"月薪28,000~150,000元"
【新專案】Java工程師,https://www.104.com.tw/job/7yrlo?jobsource=jolist_c_relevance,前思資訊有限公司,台北市松山區,待遇面議
債券投資人員,https://www.104.com.tw/job/5ad90?jobsource=jolist_c_relevance,台北富邦商業銀行股份有限公司,台北市大安區,待遇面議
業務主管,https://www.104.com.tw/job/2o9bl?jobsource=jolist_c_relevance,家多利行銷股份有限公司,台中市南屯區,"月薪35,000~70,000元"
行政助理/總公司職缺（兼職工讀可）,https://www.104.com.tw/job/7c1d2?jobsource=jolist_c_relevance,二十一世紀不動產股份有限公司,桃園市蘆竹區,時薪176元
VIS220102-大數據架構研究發展工程師(新竹廠),https://www.104.com.tw/job/75ei4?jobsource=jolist_c_relevance,世界先進積體電路股份有限公司,新竹市,待遇面議
業務管理專員,https://www.104.com.tw/job/2m3or?jobsource=jolist_c_relevance,億光電子工業股份有限公司,新北市樹林區,"月薪34,000元以上"
"【DNA, Data & AI】Project Manager_專案管理師",https://www.104.com.tw/job/7u7nt?jobsource=jolist_c_relevance,雲馥數位股份有限公司,新北市三重區,待遇面議
N4000 【財會處】營運分析專員,https://www.104.com.tw/job/7duqc?jobsource=jolist_c_relevance,富邦媒體科技股份有限公司(富邦momo),台北市內湖區,待遇面議
【寵物科技產品】  大中華區線上客服專員 Online Customer Support Specialist,https://www.104.com.tw/job/6rft3?jobsource=jolist_c_relevance,Tomofun_友愉股份有限公司,台北市松山區,待遇面議
藝術指導 Art Director,https://www.104.com.tw/job/7z6wg?jobsource=jolist_b_relevance,不來梅股份有限公司,台北市松山區,待遇面議
Flutter Engineer,https://www.104.com.tw/job/5d78g?jobsource=jolist_b_relevance,創星物聯科技股份有限公司,台北市內湖區,遠端工作
MyGo Proptech/Fintech 資深人資主管 HRBP (台北),https://www.104.com.tw/job/7udm4?jobsource=jolist_b_relevance,MyGo商學苑_平安房屋仲介股份有限公司,台北市中山區,待遇面議
Software Engineer - Backend (後端軟體工程師),https://www.104.com.tw/job/7dspd?jobsource=jolist_b_relevance,騰學廣告科技股份有限公司,台北市大安區,遠端工作
業務助理(S2),https://www.104.com.tw/job/7lurt?jobsource=jolist_b_relevance,生活市集_創業家兄弟股份有限公司,台北市南港區,"月薪30,000~35,000元"
智庫研究助理 Research Assistant,https://www.104.com.tw/job/7zriy?jobsource=jolist_b_relevance,匡衡數據科技有限公司,台北市中正區,待遇面議
總公司 Centric Frontend Intern_台北,https://www.104.com.tw/job/7z9h7?jobsource=jolist_b_relevance,法商家樂福總公司_家福股份有限公司,台北市北投區,時薪180元以上
[實習] PHP 後端工程師,https://www.104.com.tw/job/7nc9i?jobsource=jolist_b_relevance,一踢科技系統整合有限公司,台北市中山區,時薪176元以上
[實習] 資料處理工程師,https://www.104.com.tw/job/7gk6s?jobsource=jolist_b_relevance,英霸聲學科技股份有限公司,新北市中和區,時薪180~200元
管理部助理,https://www.104.com.tw/job/73072?jobsource=jolist_b_relevance,穎杰科技股份有限公司,雲林縣虎尾鎮,"月薪27,000~30,000元"
社群企劃 Social Content Creator,https://www.104.com.tw/job/7n5sa?jobsource=jolist_b_relevance,不來梅股份有限公司,台北市松山區,"月薪30,000元以上"
資料分析師 Data Analyst,https://www.104.com.tw/job/7irvr?jobsource=jolist_b_relevance,塞席爾商悠福科技股份有限公司,台北市中山區,待遇面議
氣體感測器製程工程師,https://www.104.com.tw/job/6jykt?jobsource=jolist_b_relevance,台灣百應生物科技股份有限公司,台北市中正區,"月薪45,000~50,000元"
Customer Success Manager 客戶經理,https://www.104.com.tw/job/7yrye?jobsource=jolist_b_relevance,漸強賴伯股份有限公司,台北市大安區,遠端工作
Backend Engineer Intern,https://www.104.com.tw/job/7zzou?jobsource=jolist_b_relevance,漸強賴伯股份有限公司,台北市大安區,時薪180~200元
行銷經理 PR & Marketing Lead,https://www.104.com.tw/job/6zqu3?jobsource=jolist_b_relevance,QuickClick快一點_點點全球股份有限公司,台北市松山區,待遇面議
【IT】專案管理師,https://www.104.com.tw/job/7ofgu?jobsource=jolist_b_relevance,宏碁雲架構服務股份有限公司,桃園市龍潭區,"月薪35,000元以上"
BO1107 倉庫管理專員,https://www.104.com.tw/job/800cg?jobsource=jolist_b_relevance,建騰創達科技股份有限公司,台北市內湖區,待遇面議
【AI團隊】NLP 研發工程師 R&D Engineer_台北,https://www.104.com.tw/job/7bx0e?jobsource=jolist_b_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
資深環境專案工程師(綜合環境管理),https://www.104.com.tw/job/7ig0d?jobsource=jolist_b_relevance,環輿科技股份有限公司,台北市大安區,待遇面議
專案經理 【房感不動產科技】,https://www.104.com.tw/job/7wtzh?jobsource=jolist_d_relevance,股感資訊股份有限公司,台北市松山區,待遇面議
智能販賣機  中部工務運補人員,https://www.104.com.tw/job/7z7o9?jobsource=jolist_d_relevance,滙聚餐飲管理顧問有限公司,台中市南屯區,"月薪40,000~45,000元"
數據工程師 (Data Engineer),https://www.104.com.tw/job/7zxu2?jobsource=jolist_d_relevance,微程式資訊股份有限公司,台中市西屯區,待遇面議
UR集團儲備菁英（商品企劃 / 視覺設計 / 電商營運 / 節目總監）,https://www.104.com.tw/job/7866g?jobsource=jolist_d_relevance,美而快實業股份有限公司,台北市南港區,待遇面議
【擴大徵才】廣告優化師｜Account Manager,https://www.104.com.tw/job/7z4h3?jobsource=jolist_d_relevance,維肯媒體股份有限公司,台北市信義區,"月薪35,000~58,000元"
世新大學知識經濟發展研究院-專案助理研究員,https://www.104.com.tw/job/7g6ez?jobsource=jolist_d_relevance,世新大學_人事室,台北市文山區,"月薪38,000~50,000元"
【稽核室】稽核副理 / 資深管理師,https://www.104.com.tw/job/7v4mc?jobsource=jolist_d_relevance,奧丁丁集團英屬開曼群島商台灣子公司_歐簿客科技股份有限公司,台北市中山區,"月薪50,000~70,000元"
RD20754 資深色彩影像軟體研發工程師(顯示器),https://www.104.com.tw/job/7kqe3?jobsource=jolist_d_relevance,華碩電腦股份有限公司,台北市北投區,待遇面議
【風險諮詢】數位科技風險 - 資訊安全風險管理顧問-高雄所,https://www.104.com.tw/job/6iyp6?jobsource=jolist_d_relevance,勤業眾信聯合會計師事務所,高雄市前鎮區,待遇面議
主管特助/助理,https://www.104.com.tw/job/70817?jobsource=jolist_d_relevance,環球睿視股份有限公司,台北市內湖區,待遇面議
數位廣告產品經理 DSP Product Owner,https://www.104.com.tw/job/7cyn2?jobsource=jolist_d_relevance,宇匯知識科技股份有限公司,台北市松山區,待遇面議
Quality Assurance Intern(QA Intern)（一週32~40小時）,https://www.104.com.tw/job/70bxu?jobsource=jolist_d_relevance,沛星互動科技股份有限公司,台北市信義區,遠端工作
行政總務,https://www.104.com.tw/job/5y1eq?jobsource=jolist_d_relevance,亞瑞特數位社群行銷有限公司,台北市松山區,待遇面議
軟體招募專員 Technical Recruiter,https://www.104.com.tw/job/7wy23?jobsource=jolist_d_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
會計專員,https://www.104.com.tw/job/7zc7p?jobsource=jolist_d_relevance,宇匯知識科技股份有限公司,台北市松山區,"月薪32,000~38,000元"
廣告業務企劃 AE/SAE,https://www.104.com.tw/job/7gcf8?jobsource=jolist_d_relevance,不來梅股份有限公司,台北市松山區,"月薪30,000~38,000元"
研發工程師,https://www.104.com.tw/job/7o5b4?jobsource=jolist_d_relevance,台塑_臺灣塑膠工業股份有限公司,新北市樹林區,待遇面議
資深數位社群廣告投放優化師,https://www.104.com.tw/job/6g675?jobsource=jolist_d_relevance,亞瑞特數位社群行銷有限公司,台北市松山區,待遇面議
(資深)Java工程師 (Sr.)Java Engineer_台北,https://www.104.com.tw/job/3efas?jobsource=jolist_d_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
資訊系統開發工程師(平鎮廠),https://www.104.com.tw/job/7q9mv?jobsource=jolist_d_relevance,敬鵬工業股份有限公司,桃園市平鎮區,"月薪28,900~45,000元"
軟體工程師0602,https://www.104.com.tw/job/7fba0?jobsource=jolist_c_relevance,Phison Electronics Corp_群聯電子股份有限公司,苗栗縣竹南鎮,待遇面議
(數據分析)資訊業務-3DW291,https://www.104.com.tw/job/7garj?jobsource=jolist_c_relevance,敦新科技股份有限公司,台北市大安區,"月薪35,000元以上"
電話行銷人員-台中文心,https://www.104.com.tw/job/5eedz?jobsource=jolist_c_relevance,東森購物_電視購物_東森得易購股份有限公司,台中市北屯區,"月薪26,400元"
雲端架構/工程師,https://www.104.com.tw/job/7qo6b?jobsource=jolist_c_relevance,CARMAX_車美仕股份有限公司,桃園市龜山區,"年薪800,000~1,400,000元"
臺灣大學臨床醫學研究所高嘉宏教授 徵博士後研究員1名,https://www.104.com.tw/job/7lcrt?jobsource=jolist_c_relevance,國立臺灣大學,台北市中正區,"月薪60,684元以上"
【RD】網頁產品開發工程師,https://www.104.com.tw/job/7hv1h?jobsource=jolist_c_relevance,宏碁雲架構服務股份有限公司,台北市信義區,"月薪37,000元以上"
【寵物科技新創實習】RD Intern - AI資料標註實習生,https://www.104.com.tw/job/7llx2?jobsource=jolist_c_relevance,Tomofun_友愉股份有限公司,台北市松山區,時薪176元
人事行政總務,https://www.104.com.tw/job/6zhkt?jobsource=jolist_c_relevance,亞瑞特數位社群行銷有限公司,台北市松山區,"月薪30,000元以上"
股市投資研究助理(實習1年),https://www.104.com.tw/job/5wch0?jobsource=jolist_c_relevance,全曜財經資訊股份有限公司,新北市板橋區,時薪176元
"國家衛生研究院健康大數據永續平台計畫(TCOG派駐中山醫學大學附設醫院)臨床研究護理師(Study Coordinator, SC)",https://www.104.com.tw/job/7yks0?jobsource=jolist_c_relevance,財團法人國家衛生研究院,台中市南區,"月薪35,000元以上"
會計專員,https://www.104.com.tw/job/7zc7p?jobsource=jolist_c_relevance,宇匯知識科技股份有限公司,台北市松山區,"月薪32,000~38,000元"
(品牌內容)業務企劃 Account Executive,https://www.104.com.tw/job/7zjwx?jobsource=jolist_c_relevance,不來梅股份有限公司,台北市松山區,"月薪30,000~35,000元"
研發工程師,https://www.104.com.tw/job/7o5b4?jobsource=jolist_c_relevance,台塑_臺灣塑膠工業股份有限公司,新北市樹林區,待遇面議
科技事業部－客服專員,https://www.104.com.tw/job/7j40z?jobsource=jolist_c_relevance,台灣房屋仲介股份有限公司,台北市內湖區,"月薪27,000~35,000元"
(資深)SA系統分析師 (Sr.)System Analyst_台北,https://www.104.com.tw/job/5zujd?jobsource=jolist_c_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
(Sr.) Customer Success Manager 客戶經理 - Japan,https://www.104.com.tw/job/7yrni?jobsource=jolist_c_relevance,漸強賴伯股份有限公司,日本,待遇面議
"研發專案企劃助理(細心,擅長收集及分析大數據,有基本閱讀外語能力)",https://www.104.com.tw/job/801ou?jobsource=jolist_c_relevance,張誌銘會計師事務所,台南市永康區,"月薪26,400~33,000元"
嵌入式軟體工程師 (AIoT Embedded Engineer),https://www.104.com.tw/job/7xjd2?jobsource=jolist_c_relevance,微程式資訊股份有限公司,台中市西屯區,待遇面議
Python工程師,https://www.104.com.tw/job/7g51e?jobsource=jolist_c_relevance,雙子數位科技有限公司,台北市內湖區,待遇面議
專案經理 Project Manager_台北,https://www.104.com.tw/job/3wre1?jobsource=jolist_c_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
Back-End / Full-Stack Web Developer (網站後端/全端工程師),https://www.104.com.tw/job/6ttt5?jobsource=jolist_d_relevance,研鼎智能股份有限公司,台北市內湖區,"月薪40,000~60,000元"
電商經理,https://www.104.com.tw/job/6wp0r?jobsource=jolist_d_relevance,樂璞股份有限公司,台北市松山區,"月薪45,000~70,000元"
【數位金融】數據生態營運部雲端數據工程師(台北),https://www.104.com.tw/job/7qhcj?jobsource=jolist_d_relevance,國泰世華商業銀行股份有限公司_人力資源部,台北市信義區,待遇面議
業務經理 Business Development Manager,https://www.104.com.tw/job/5mecb?jobsource=jolist_d_relevance,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,台北市信義區,待遇面議
高階主管特助,https://www.104.com.tw/job/70k7i?jobsource=jolist_d_relevance,禾多移動多媒體股份有限公司,台北市中山區,"年薪500,000~810,000元"
數據分析師_0104,https://www.104.com.tw/job/7y8gs?jobsource=jolist_d_relevance,遊戲橘子數位科技股份有限公司,台北市內湖區,待遇面議
多媒體研發工程師,https://www.104.com.tw/job/grbt?jobsource=jolist_d_relevance,訊連科技股份有限公司,新北市新店區,"月薪65,000元以上"
.NET C# MVC 軟體工程師,https://www.104.com.tw/job/5mn47?jobsource=jolist_d_relevance,聯強國際股份有限公司,台北市中山區,"月薪42,000~70,000元"
C#軟體研發高級工程師 (ID: 23003I),https://www.104.com.tw/job/7vay3?jobsource=jolist_d_relevance,四零四科技股份有限公司,新北市新莊區,待遇面議
資深AI數據工程師.,https://www.104.com.tw/job/6irjb?jobsource=jolist_d_relevance,永慶房產集團_永慶房屋仲介股份有限公司,台北市大安區,"月薪40,000~60,000元"
【寵物科技新創實習】Accounting Intern 財務會計實習生,https://www.104.com.tw/job/7ueod?jobsource=jolist_d_relevance,Tomofun_友愉股份有限公司,台北市松山區,時薪176元
營運數據分析師,https://www.104.com.tw/job/7iwn0?jobsource=jolist_d_relevance,益卡樂科技股份有限公司,新竹市,"月薪35,000~50,000元"
後端工程師,https://www.104.com.tw/job/7zkzh?jobsource=jolist_d_relevance,滙聚餐飲管理顧問有限公司,新北市永和區,待遇面議
【台中】資料分析管理師,https://www.104.com.tw/job/7efcf?jobsource=jolist_d_relevance,今網智慧科技股份有限公司,台中市北區,"月薪30,000~50,000元"
稽核專員 【稽核】(桃園),https://www.104.com.tw/job/71uml?jobsource=jolist_d_relevance,佳世達科技股份有限公司,桃園市龜山區,待遇面議
系統/網路工程師,https://www.104.com.tw/job/7eahg?jobsource=jolist_d_relevance,悠創科技股份有限公司,高雄市三民區,"月薪38,000~56,000元"
系統管理員(晚班15:00~24:00)【全家便利商店關係企業】,https://www.104.com.tw/job/7nlbe?jobsource=jolist_d_relevance,精藤股份有限公司,台北市中山區,"月薪28,430~30,000元"
